project_id,cost_code,category,subcategory,unit,actual_quantity,actual_unit_cost,actual_cost
P0229,100,Labor,General Labor,hour,18210,36.15,658375.21
P0229,101,Labor,Equipment Operators,hour,5831,46.83,273086.99
P0229,102,Labor,Supervisors,hour,4090,56.4,230680.81
P0229,103,Labor,Skilled Labor,hour,12713,51.64,656468.25
P0229,200,Materials,Gravel,ton,6248,33.47,209107.32
P0229,201,Materials,Concrete,cubic_yard,10180,136.08,1385282.38
P0229,202,Materials,Asphalt,ton,1052,96.32,101325.91
P0229,203,Materials,Topsoil,cubic_yard,4844,39.0,188934.81
P0229,300,Equipment,Excavator,hour,1998,145.42,290547.52
P0229,301,Equipment,Bulldozer,hour,5790,161.4,934523.12
P0229,302,Equipment,Loader,hour,4117,120.21,494905.28
P0229,303,Equipment,Compactor,hour,5543,90.84,503544.42
P0229,400,Fuel,Diesel,gallon,10025,3.55,35633.18
P0229,500,Subcontractor,Concrete Work,job,4,32635.06,130540.23
P0229,501,Subcontractor,Utility Work,job,4,22828.11,91312.45
P0230,100,Labor,General Labor,hour,2618,30.89,80863.29
P0230,101,Labor,Equipment Operators,hour,7094,45.98,326190.7
P0230,102,Labor,Supervisors,hour,4997,54.77,273662.51
P0230,103,Labor,Skilled Labor,hour,4519,46.6,210607.92
P0230,200,Materials,Gravel,ton,11993,35.74,428664.08
P0230,201,Materials,Concrete,cubic_yard,9442,147.86,1396106.63
P0230,202,Materials,Asphalt,ton,795,98.89,78616.96
P0230,203,Materials,Topsoil,cubic_yard,7503,42.54,319141.93
P0230,300,Equipment,Excavator,hour,5780,139.12,804134.41
P0230,301,Equipment,Bulldozer,hour,918,149.77,137490.19
P0230,302,Equipment,Loader,hour,718,123.8,88891.35
P0230,303,Equipment,Compactor,hour,3107,100.19,311285.01
P0230,400,Fuel,Diesel,gallon,35416,4.09,144731.55
P0230,500,Subcontractor,Concrete Work,job,4,28135.23,112540.92
P0230,501,Subcontractor,Utility Work,job,2,23484.06,46968.12
P0231,100,Labor,General Labor,hour,7947,31.62,251264.17
P0231,101,Labor,Equipment Operators,hour,7004,41.86,293212.66
P0231,102,Labor,Supervisors,hour,3489,59.74,208447.81
P0231,103,Labor,Skilled Labor,hour,3911,51.17,200112.03
P0231,200,Materials,Gravel,ton,5195,37.65,195586.98
P0231,201,Materials,Concrete,cubic_yard,412,145.09,59775.92
P0231,202,Materials,Asphalt,ton,4980,98.35,489783.52
P0231,203,Materials,Topsoil,cubic_yard,5385,39.94,215066.5
P0231,300,Equipment,Excavator,hour,708,144.57,102353.86
P0231,301,Equipment,Bulldozer,hour,1391,161.05,224014.5
P0231,302,Equipment,Loader,hour,2387,123.47,294718.17
P0231,303,Equipment,Compactor,hour,1780,102.2,181914.14
P0231,400,Fuel,Diesel,gallon,18915,4.11,77824.61
P0231,500,Subcontractor,Concrete Work,job,2,30238.74,60477.48
P0231,501,Subcontractor,Utility Work,job,3,23006.34,69019.01
P0232,100,Labor,General Labor,hour,1193,37.06,44212.41
P0232,101,Labor,Equipment Operators,hour,2634,42.01,110641.61
P0232,102,Labor,Supervisors,hour,823,60.0,49379.77
P0232,103,Labor,Skilled Labor,hour,2269,48.31,109622.6
P0232,200,Materials,Gravel,ton,380,32.51,12354.37
P0232,201,Materials,Concrete,cubic_yard,3127,139.03,434734.8
P0232,202,Materials,Asphalt,ton,1672,93.61,156508.48
P0232,203,Materials,Topsoil,cubic_yard,1921,39.72,76298.64
P0232,300,Equipment,Excavator,hour,1588,141.45,224627.14
P0232,301,Equipment,Bulldozer,hour,970,160.14,155332.01
P0232,302,Equipment,Loader,hour,936,119.66,112004.96
P0232,303,Equipment,Compactor,hour,1795,93.43,167709.41
P0232,400,Fuel,Diesel,gallon,8501,4.27,36296.47
P0232,500,Subcontractor,Concrete Work,job,1,28715.29,28715.29
P0232,501,Subcontractor,Utility Work,job,1,20383.67,20383.67
P0233,100,Labor,General Labor,hour,3381,33.17,112149.87
P0233,101,Labor,Equipment Operators,hour,6776,44.12,298961.58
P0233,102,Labor,Supervisors,hour,4177,58.48,244276.16
P0233,103,Labor,Skilled Labor,hour,3508,46.77,164055.21
P0233,200,Materials,Gravel,ton,4632,36.57,169381.78
P0233,201,Materials,Concrete,cubic_yard,6065,144.51,876463.7
P0233,202,Materials,Asphalt,ton,3149,101.47,319528.87
P0233,203,Materials,Topsoil,cubic_yard,6374,40.73,259630.68
P0233,300,Equipment,Excavator,hour,1979,157.18,311052.61
P0233,301,Equipment,Bulldozer,hour,2977,160.62,478157.42
P0233,302,Equipment,Loader,hour,4688,132.16,619579.75
P0233,303,Equipment,Compactor,hour,300,93.43,28030.0
P0233,400,Fuel,Diesel,gallon,17945,4.06,72860.74
P0233,500,Subcontractor,Concrete Work,job,5,27570.28,137851.4
P0233,501,Subcontractor,Utility Work,job,6,23293.02,139758.15
P0234,100,Labor,General Labor,hour,3287,30.31,99622.72
P0234,101,Labor,Equipment Operators,hour,1758,44.86,78859.45
P0234,102,Labor,Supervisors,hour,2434,55.63,135398.3
P0234,103,Labor,Skilled Labor,hour,6449,44.89,289521.79
P0234,200,Materials,Gravel,ton,4766,32.84,156535.63
P0234,201,Materials,Concrete,cubic_yard,7308,150.03,1096396.41
P0234,202,Materials,Asphalt,ton,6693,102.3,684673.19
P0234,203,Materials,Topsoil,cubic_yard,3318,40.56,134576.36
P0234,300,Equipment,Excavator,hour,1654,134.09,221791.43
P0234,301,Equipment,Bulldozer,hour,3318,158.88,527155.01
P0234,302,Equipment,Loader,hour,2156,128.14,276263.02
P0234,303,Equipment,Compactor,hour,596,85.52,50971.47
P0234,400,Fuel,Diesel,gallon,24361,3.82,93123.55
P0234,500,Subcontractor,Concrete Work,job,3,28794.28,86382.83
P0234,501,Subcontractor,Utility Work,job,4,25330.66,101322.64
P0235,100,Labor,General Labor,hour,9783,34.47,337198.93
P0235,101,Labor,Equipment Operators,hour,11322,42.17,477422.05
P0235,102,Labor,Supervisors,hour,4720,61.0,287941.49
P0235,103,Labor,Skilled Labor,hour,2185,47.47,103719.18
P0235,200,Materials,Gravel,ton,6968,32.89,229155.09
P0235,201,Materials,Concrete,cubic_yard,10564,146.82,1550973.19
P0235,202,Materials,Asphalt,ton,4841,89.39,432755.08
P0235,203,Materials,Topsoil,cubic_yard,377,40.86,15402.93
P0235,300,Equipment,Excavator,hour,4380,142.08,622302.29
P0235,301,Equipment,Bulldozer,hour,4729,160.65,759714.12
P0235,302,Equipment,Loader,hour,1176,129.38,152152.79
P0235,303,Equipment,Compactor,hour,1854,95.01,176147.09
P0235,400,Fuel,Diesel,gallon,25422,4.29,109145.53
P0235,500,Subcontractor,Concrete Work,job,3,29938.39,89815.17
P0235,501,Subcontractor,Utility Work,job,5,23663.98,118319.92
P0236,100,Labor,General Labor,hour,16794,36.0,604591.18
P0236,101,Labor,Equipment Operators,hour,20827,41.68,868161.21
P0236,102,Labor,Supervisors,hour,7549,57.98,437662.3
P0236,103,Labor,Skilled Labor,hour,7663,45.34,347457.78
P0236,200,Materials,Gravel,ton,19426,37.58,729937.49
P0236,201,Materials,Concrete,cubic_yard,3072,171.76,527662.03
P0236,202,Materials,Asphalt,ton,9808,90.25,885211.75
P0236,203,Materials,Topsoil,cubic_yard,9270,38.08,353033.85
P0236,300,Equipment,Excavator,hour,3155,153.26,483521.6
P0236,301,Equipment,Bulldozer,hour,4324,138.45,598650.41
P0236,302,Equipment,Loader,hour,8608,122.75,1056646.74
P0236,303,Equipment,Compactor,hour,9087,86.8,788777.46
P0236,400,Fuel,Diesel,gallon,53971,4.34,234381.47
P0236,500,Subcontractor,Concrete Work,job,3,27676.71,83030.13
P0236,501,Subcontractor,Utility Work,job,10,22492.82,224928.17
P0237,100,Labor,General Labor,hour,5383,31.5,169571.48
P0237,101,Labor,Equipment Operators,hour,2878,45.6,131243.59
P0237,102,Labor,Supervisors,hour,5427,63.32,343638.17
P0237,103,Labor,Skilled Labor,hour,2515,44.51,111953.89
P0237,200,Materials,Gravel,ton,3916,36.65,143518.41
P0237,201,Materials,Concrete,cubic_yard,1719,150.17,258138.21
P0237,202,Materials,Asphalt,ton,204,102.38,20886.3
P0237,203,Materials,Topsoil,cubic_yard,218,43.65,9516.12
P0237,300,Equipment,Excavator,hour,2043,122.17,249595.99
P0237,301,Equipment,Bulldozer,hour,2557,165.85,424090.61
P0237,302,Equipment,Loader,hour,574,113.61,65209.98
P0237,303,Equipment,Compactor,hour,2092,101.03,211354.16
P0237,400,Fuel,Diesel,gallon,18078,4.23,76499.35
P0237,500,Subcontractor,Concrete Work,job,2,30508.18,61016.36
P0237,501,Subcontractor,Utility Work,job,2,21878.4,43756.8
P0238,100,Labor,General Labor,hour,13077,33.84,442471.63
P0238,101,Labor,Equipment Operators,hour,3577,42.81,153129.34
P0238,102,Labor,Supervisors,hour,4758,49.0,233165.31
P0238,103,Labor,Skilled Labor,hour,4209,44.24,186188.26
P0238,200,Materials,Gravel,ton,6355,36.81,233956.97
P0238,201,Materials,Concrete,cubic_yard,13620,147.21,2005008.56
P0238,202,Materials,Asphalt,ton,6792,90.69,616000.34
P0238,203,Materials,Topsoil,cubic_yard,5142,42.39,217979.35
P0238,300,Equipment,Excavator,hour,6238,148.78,928058.95
P0238,301,Equipment,Bulldozer,hour,3146,148.89,468418.13
P0238,302,Equipment,Loader,hour,2805,113.6,318643.38
P0238,303,Equipment,Compactor,hour,5620,95.08,534323.27
P0238,400,Fuel,Diesel,gallon,51978,3.8,197747.51
P0238,500,Subcontractor,Concrete Work,job,5,30297.83,151489.13
P0238,501,Subcontractor,Utility Work,job,6,23744.79,142468.74
P0239,100,Labor,General Labor,hour,29302,32.45,950841.96
P0239,101,Labor,Equipment Operators,hour,4422,42.31,187074.61
P0239,102,Labor,Supervisors,hour,18627,58.66,1092705.13
P0239,103,Labor,Skilled Labor,hour,25168,43.3,1089738.31
P0239,200,Materials,Gravel,ton,31461,31.99,1006326.89
P0239,201,Materials,Concrete,cubic_yard,12904,143.63,1853443.89
P0239,202,Materials,Asphalt,ton,5396,96.09,518506.29
P0239,203,Materials,Topsoil,cubic_yard,25796,37.64,970987.14
P0239,300,Equipment,Excavator,hour,4191,133.89,561114.51
P0239,301,Equipment,Bulldozer,hour,6721,162.75,1093871.11
P0239,302,Equipment,Loader,hour,7572,107.77,816012.49
P0239,303,Equipment,Compactor,hour,10477,98.45,1031432.39
P0239,400,Fuel,Diesel,gallon,104301,4.27,445083.89
P0239,500,Subcontractor,Concrete Work,job,10,28525.77,285257.72
P0239,501,Subcontractor,Utility Work,job,10,22574.21,225742.05
P0240,100,Labor,General Labor,hour,481,35.64,17142.87
P0240,101,Labor,Equipment Operators,hour,238,42.04,10005.87
P0240,102,Labor,Supervisors,hour,1620,55.71,90243.19
P0240,103,Labor,Skilled Labor,hour,476,48.1,22894.14
P0240,200,Materials,Gravel,ton,1521,34.49,52453.92
P0240,201,Materials,Concrete,cubic_yard,367,160.0,58718.69
P0240,202,Materials,Asphalt,ton,1793,89.98,161328.12
P0240,203,Materials,Topsoil,cubic_yard,1679,41.05,68922.72
P0240,300,Equipment,Excavator,hour,565,150.28,84907.28
P0240,301,Equipment,Bulldozer,hour,511,161.51,82530.15
P0240,302,Equipment,Loader,hour,753,127.56,96053.56
P0240,303,Equipment,Compactor,hour,961,86.64,83258.75
P0240,400,Fuel,Diesel,gallon,2753,3.56,9797.7
P0240,500,Subcontractor,Concrete Work,job,1,30596.41,30596.41
P0240,501,Subcontractor,Utility Work,job,1,23231.02,23231.02
P0241,100,Labor,General Labor,hour,4458,30.79,137241.94
P0241,101,Labor,Equipment Operators,hour,10472,40.54,424584.66
P0241,102,Labor,Supervisors,hour,8979,61.33,550696.49
P0241,103,Labor,Skilled Labor,hour,14819,47.52,704185.8
P0241,200,Materials,Gravel,ton,13923,36.48,507939.13
P0241,201,Materials,Concrete,cubic_yard,10974,131.98,1448311.72
P0241,202,Materials,Asphalt,ton,2218,104.64,232088.82
P0241,203,Materials,Topsoil,cubic_yard,8547,41.26,352620.97
P0241,300,Equipment,Excavator,hour,5379,143.44,771585.74
P0241,301,Equipment,Bulldozer,hour,2716,165.69,450005.43
P0241,302,Equipment,Loader,hour,3652,117.37,428633.53
P0241,303,Equipment,Compactor,hour,2819,99.95,281763.23
P0241,400,Fuel,Diesel,gallon,77044,3.78,291101.73
P0241,500,Subcontractor,Concrete Work,job,10,29749.86,297498.59
P0241,501,Subcontractor,Utility Work,job,5,22799.08,113995.41
P0242,100,Labor,General Labor,hour,25458,32.45,826123.62
P0242,101,Labor,Equipment Operators,hour,14914,41.28,615578.82
P0242,102,Labor,Supervisors,hour,8951,51.47,460736.94
P0242,103,Labor,Skilled Labor,hour,16839,44.97,757176.15
P0242,200,Materials,Gravel,ton,15075,36.2,545694.9
P0242,201,Materials,Concrete,cubic_yard,6810,155.08,1056086.41
P0242,202,Materials,Asphalt,ton,28778,89.71,2581546.72
P0242,203,Materials,Topsoil,cubic_yard,6415,44.01,282296.63
P0242,300,Equipment,Excavator,hour,14157,145.88,2065161.28
P0242,301,Equipment,Bulldozer,hour,11623,157.09,1825873.08
P0242,302,Equipment,Loader,hour,3829,119.57,457845.55
P0242,303,Equipment,Compactor,hour,4147,93.45,387556.17
P0242,400,Fuel,Diesel,gallon,68915,4.02,276937.95
P0242,500,Subcontractor,Concrete Work,job,12,27447.82,329373.79
P0242,501,Subcontractor,Utility Work,job,15,20861.76,312926.38
P0243,100,Labor,General Labor,hour,12391,31.71,392912.25
P0243,101,Labor,Equipment Operators,hour,18784,44.19,830002.48
P0243,102,Labor,Supervisors,hour,8218,56.52,464486.33
P0243,103,Labor,Skilled Labor,hour,6002,50.43,302686.85
P0243,200,Materials,Gravel,ton,16631,34.9,580361.14
P0243,201,Materials,Concrete,cubic_yard,7653,154.3,1180838.37
P0243,202,Materials,Asphalt,ton,2232,96.53,215445.43
P0243,203,Materials,Topsoil,cubic_yard,5789,40.89,236735.86
P0243,300,Equipment,Excavator,hour,6021,133.73,805205.8
P0243,301,Equipment,Bulldozer,hour,5009,166.31,833029.9
P0243,302,Equipment,Loader,hour,8168,127.02,1037473.15
P0243,303,Equipment,Compactor,hour,2520,106.14,267483.78
P0243,400,Fuel,Diesel,gallon,10323,4.33,44669.62
P0243,500,Subcontractor,Concrete Work,job,10,29119.62,291196.24
P0243,501,Subcontractor,Utility Work,job,7,22026.34,154184.41
P0244,100,Labor,General Labor,hour,18668,32.16,600276.96
P0244,101,Labor,Equipment Operators,hour,2458,43.03,105774.82
P0244,102,Labor,Supervisors,hour,5188,57.61,298888.15
P0244,103,Labor,Skilled Labor,hour,24135,55.8,1346806.17
P0244,200,Materials,Gravel,ton,14847,36.01,534596.4
P0244,201,Materials,Concrete,cubic_yard,21315,137.07,2921648.58
P0244,202,Materials,Asphalt,ton,17735,102.59,1819474.77
P0244,203,Materials,Topsoil,cubic_yard,8504,39.62,336948.34
P0244,300,Equipment,Excavator,hour,5947,138.83,825616.66
P0244,301,Equipment,Bulldozer,hour,7639,151.68,1158665.3
P0244,302,Equipment,Loader,hour,8851,117.92,1043698.33
P0244,303,Equipment,Compactor,hour,6481,101.08,655107.48
P0244,400,Fuel,Diesel,gallon,30033,3.92,117652.73
P0244,500,Subcontractor,Concrete Work,job,9,27357.1,246213.93
P0244,501,Subcontractor,Utility Work,job,7,20776.46,145435.22
P0245,100,Labor,General Labor,hour,7374,32.67,240872.28
P0245,101,Labor,Equipment Operators,hour,9767,43.02,420190.55
P0245,102,Labor,Supervisors,hour,7678,62.94,483248.46
P0245,103,Labor,Skilled Labor,hour,8464,51.79,438367.34
P0245,200,Materials,Gravel,ton,1617,32.35,52308.54
P0245,201,Materials,Concrete,cubic_yard,31280,133.93,4189295.84
P0245,202,Materials,Asphalt,ton,17624,104.01,1833104.41
P0245,203,Materials,Topsoil,cubic_yard,14148,39.22,554845.68
P0245,300,Equipment,Excavator,hour,1228,145.63,178836.52
P0245,301,Equipment,Bulldozer,hour,12771,173.86,2220387.72
P0245,302,Equipment,Loader,hour,16154,132.93,2147354.63
P0245,303,Equipment,Compactor,hour,4295,100.15,430151.77
P0245,400,Fuel,Diesel,gallon,77071,3.74,288188.09
P0245,500,Subcontractor,Concrete Work,job,6,30959.92,185759.5
P0245,501,Subcontractor,Utility Work,job,9,21607.59,194468.34
P0246,100,Labor,General Labor,hour,5338,36.76,196239.9
P0246,101,Labor,Equipment Operators,hour,10686,42.62,455420.82
P0246,102,Labor,Supervisors,hour,4649,59.92,278559.26
P0246,103,Labor,Skilled Labor,hour,13618,46.55,633985.3
P0246,200,Materials,Gravel,ton,6420,36.32,233154.1
P0246,201,Materials,Concrete,cubic_yard,9382,147.75,1386228.06
P0246,202,Materials,Asphalt,ton,12513,88.16,1103131.87
P0246,203,Materials,Topsoil,cubic_yard,5939,35.48,210721.98
P0246,300,Equipment,Excavator,hour,6315,150.11,947922.25
P0246,301,Equipment,Bulldozer,hour,5870,164.21,963905.37
P0246,302,Equipment,Loader,hour,7839,119.41,936075.34
P0246,303,Equipment,Compactor,hour,652,94.48,61597.87
P0246,400,Fuel,Diesel,gallon,39716,3.85,153036.66
P0246,500,Subcontractor,Concrete Work,job,6,29716.78,178300.68
P0246,501,Subcontractor,Utility Work,job,3,21551.32,64653.96
P0247,100,Labor,General Labor,hour,6183,35.71,220769.96
P0247,101,Labor,Equipment Operators,hour,12339,41.66,514087.81
P0247,102,Labor,Supervisors,hour,3395,57.42,194947.78
P0247,103,Labor,Skilled Labor,hour,8455,48.08,406495.17
P0247,200,Materials,Gravel,ton,6129,36.91,226237.01
P0247,201,Materials,Concrete,cubic_yard,17247,150.82,2601221.68
P0247,202,Materials,Asphalt,ton,9297,88.85,825994.2
P0247,203,Materials,Topsoil,cubic_yard,4334,42.25,183103.67
P0247,300,Equipment,Excavator,hour,3814,154.24,588261.44
P0247,301,Equipment,Bulldozer,hour,325,165.24,53703.96
P0247,302,Equipment,Loader,hour,3947,127.69,503989.98
P0247,303,Equipment,Compactor,hour,4846,97.24,471202.39
P0247,400,Fuel,Diesel,gallon,31311,3.67,114795.03
P0247,500,Subcontractor,Concrete Work,job,11,32494.06,357434.69
P0247,501,Subcontractor,Utility Work,job,8,21319.3,170554.41
P0248,100,Labor,General Labor,hour,1638,31.86,52190.9
P0248,101,Labor,Equipment Operators,hour,2269,43.48,98646.18
P0248,102,Labor,Supervisors,hour,2384,56.64,135033.04
P0248,103,Labor,Skilled Labor,hour,1052,47.35,49816.21
P0248,200,Materials,Gravel,ton,446,35.12,15663.81
P0248,201,Materials,Concrete,cubic_yard,4623,157.47,727988.79
P0248,202,Materials,Asphalt,ton,4022,101.97,410106.22
P0248,203,Materials,Topsoil,cubic_yard,5307,40.14,212996.84
P0248,300,Equipment,Excavator,hour,562,135.14,75951.36
P0248,301,Equipment,Bulldozer,hour,914,161.47,147582.7
P0248,302,Equipment,Loader,hour,1804,125.36,226153.26
P0248,303,Equipment,Compactor,hour,1038,99.68,103471.33
P0248,400,Fuel,Diesel,gallon,7923,3.59,28425.59
P0248,500,Subcontractor,Concrete Work,job,2,28934.68,57869.37
P0248,501,Subcontractor,Utility Work,job,3,22751.07,68253.2
P0249,100,Labor,General Labor,hour,12155,34.74,422243.17
P0249,101,Labor,Equipment Operators,hour,15616,37.58,586858.5
P0249,102,Labor,Supervisors,hour,19276,55.53,1070397.58
P0249,103,Labor,Skilled Labor,hour,7975,46.16,368089.98
P0249,200,Materials,Gravel,ton,17625,32.92,580232.1
P0249,201,Materials,Concrete,cubic_yard,17730,164.69,2919982.11
P0249,202,Materials,Asphalt,ton,1693,97.24,164624.88
P0249,203,Materials,Topsoil,cubic_yard,7210,38.55,277945.68
P0249,300,Equipment,Excavator,hour,2596,143.48,372461.68
P0249,301,Equipment,Bulldozer,hour,4840,166.61,806386.89
P0249,302,Equipment,Loader,hour,4080,119.21,486380.09
P0249,303,Equipment,Compactor,hour,6557,92.08,603775.96
P0249,400,Fuel,Diesel,gallon,43086,4.11,176871.34
P0249,500,Subcontractor,Concrete Work,job,2,30001.14,60002.28
P0249,501,Subcontractor,Utility Work,job,4,21529.29,86117.17
P0250,100,Labor,General Labor,hour,10284,32.73,336554.98
P0250,101,Labor,Equipment Operators,hour,17326,46.04,797743.89
P0250,102,Labor,Supervisors,hour,11850,53.19,630296.42
P0250,103,Labor,Skilled Labor,hour,19533,52.04,1016567.38
P0250,200,Materials,Gravel,ton,13062,37.22,486130.82
P0250,201,Materials,Concrete,cubic_yard,21086,154.57,3259321.01
P0250,202,Materials,Asphalt,ton,15761,91.8,1446830.81
P0250,203,Materials,Topsoil,cubic_yard,3236,36.19,117117.69
P0250,300,Equipment,Excavator,hour,1841,151.03,278046.56
P0250,301,Equipment,Bulldozer,hour,9334,164.65,1536827.17
P0250,302,Equipment,Loader,hour,8032,126.38,1015070.14
P0250,303,Equipment,Compactor,hour,7558,85.18,643755.03
P0250,400,Fuel,Diesel,gallon,48375,4.23,204658.81
P0250,500,Subcontractor,Concrete Work,job,4,26927.0,107708.0
P0250,501,Subcontractor,Utility Work,job,2,20440.99,40881.98
P0251,100,Labor,General Labor,hour,18494,31.16,576307.17
P0251,101,Labor,Equipment Operators,hour,16974,43.84,744123.98
P0251,102,Labor,Supervisors,hour,16719,61.45,1027383.56
P0251,103,Labor,Skilled Labor,hour,16985,46.54,790545.65
P0251,200,Materials,Gravel,ton,1882,33.16,62408.71
P0251,201,Materials,Concrete,cubic_yard,8411,151.36,1273122.32
P0251,202,Materials,Asphalt,ton,799,91.77,73326.83
P0251,203,Materials,Topsoil,cubic_yard,8830,43.3,382307.32
P0251,300,Equipment,Excavator,hour,8286,133.59,1106945.82
P0251,301,Equipment,Bulldozer,hour,834,153.27,127829.69
P0251,302,Equipment,Loader,hour,3154,123.96,390955.46
P0251,303,Equipment,Compactor,hour,2525,98.94,249819.02
P0251,400,Fuel,Diesel,gallon,17680,3.64,64429.57
P0251,500,Subcontractor,Concrete Work,job,6,29477.28,176863.67
P0251,501,Subcontractor,Utility Work,job,7,23495.34,164467.36
P0252,100,Labor,General Labor,hour,992,31.9,31641.35
P0252,101,Labor,Equipment Operators,hour,1340,35.98,48212.8
P0252,102,Labor,Supervisors,hour,2357,64.3,151557.69
P0252,103,Labor,Skilled Labor,hour,630,53.29,33573.7
P0252,200,Materials,Gravel,ton,2146,36.0,77251.99
P0252,201,Materials,Concrete,cubic_yard,700,151.54,106076.03
P0252,202,Materials,Asphalt,ton,704,104.49,73564.22
P0252,203,Materials,Topsoil,cubic_yard,1670,41.94,70036.25
P0252,300,Equipment,Excavator,hour,759,136.41,103536.55
P0252,301,Equipment,Bulldozer,hour,1005,152.96,153722.95
P0252,302,Equipment,Loader,hour,657,106.86,70204.58
P0252,303,Equipment,Compactor,hour,720,102.42,73745.04
P0252,400,Fuel,Diesel,gallon,464,4.02,1864.31
P0252,500,Subcontractor,Concrete Work,job,1,28049.73,28049.73
P0252,501,Subcontractor,Utility Work,job,1,21484.2,21484.2
P0253,100,Labor,General Labor,hour,1574,32.85,51703.52
P0253,101,Labor,Equipment Operators,hour,4689,42.25,198130.38
P0253,102,Labor,Supervisors,hour,5620,59.95,336902.45
P0253,103,Labor,Skilled Labor,hour,10672,44.94,479632.64
P0253,200,Materials,Gravel,ton,13470,37.52,505345.5
P0253,201,Materials,Concrete,cubic_yard,9835,131.83,1296574.48
P0253,202,Materials,Asphalt,ton,7263,91.93,667658.23
P0253,203,Materials,Topsoil,cubic_yard,8849,35.89,317580.35
P0253,300,Equipment,Excavator,hour,6275,130.73,820321.5
P0253,301,Equipment,Bulldozer,hour,2626,166.09,436142.02
P0253,302,Equipment,Loader,hour,679,146.27,99317.89
P0253,303,Equipment,Compactor,hour,6914,97.56,674536.39
P0253,400,Fuel,Diesel,gallon,10359,4.11,42571.58
P0253,500,Subcontractor,Concrete Work,job,2,28579.15,57158.31
P0253,501,Subcontractor,Utility Work,job,2,22335.05,44670.09
P0254,100,Labor,General Labor,hour,688,31.22,21477.0
P0254,101,Labor,Equipment Operators,hour,364,46.09,16776.8
P0254,102,Labor,Supervisors,hour,1546,56.87,87918.56
P0254,103,Labor,Skilled Labor,hour,1563,47.02,73496.16
P0254,200,Materials,Gravel,ton,2252,36.3,81755.36
P0254,201,Materials,Concrete,cubic_yard,1438,136.99,196996.98
P0254,202,Materials,Asphalt,ton,2225,96.82,215429.39
P0254,203,Materials,Topsoil,cubic_yard,1939,39.02,75664.67
P0254,300,Equipment,Excavator,hour,215,142.14,30559.44
P0254,301,Equipment,Bulldozer,hour,1219,156.82,191165.84
P0254,302,Equipment,Loader,hour,697,127.7,89004.91
P0254,303,Equipment,Compactor,hour,856,95.26,81540.19
P0254,400,Fuel,Diesel,gallon,1191,4.0,4769.46
P0254,500,Subcontractor,Concrete Work,job,2,30814.54,61629.08
P0254,501,Subcontractor,Utility Work,job,1,20305.05,20305.05
P0255,100,Labor,General Labor,hour,16479,36.36,599241.84
P0255,101,Labor,Equipment Operators,hour,9045,47.11,426079.02
P0255,102,Labor,Supervisors,hour,16688,63.21,1054868.26
P0255,103,Labor,Skilled Labor,hour,5388,54.16,291798.34
P0255,200,Materials,Gravel,ton,17261,35.24,608202.1
P0255,201,Materials,Concrete,cubic_yard,3236,150.88,488233.43
P0255,202,Materials,Asphalt,ton,6863,99.11,680217.11
P0255,203,Materials,Topsoil,cubic_yard,16945,38.9,659212.58
P0255,300,Equipment,Excavator,hour,1642,145.32,238617.59
P0255,301,Equipment,Bulldozer,hour,6622,170.68,1130233.08
P0255,302,Equipment,Loader,hour,7728,123.89,957417.89
P0255,303,Equipment,Compactor,hour,9734,104.6,1018172.87
P0255,400,Fuel,Diesel,gallon,17075,4.27,72870.44
P0255,500,Subcontractor,Concrete Work,job,11,30698.4,337682.35
P0255,501,Subcontractor,Utility Work,job,8,23778.01,190224.04
P0256,100,Labor,General Labor,hour,2689,36.15,97202.06
P0256,101,Labor,Equipment Operators,hour,3891,41.63,161991.86
P0256,102,Labor,Supervisors,hour,2213,57.42,127060.03
P0256,103,Labor,Skilled Labor,hour,4063,53.07,215605.98
P0256,200,Materials,Gravel,ton,6748,34.4,232154.11
P0256,201,Materials,Concrete,cubic_yard,5241,134.92,707120.31
P0256,202,Materials,Asphalt,ton,3668,89.51,328321.14
P0256,203,Materials,Topsoil,cubic_yard,3568,40.84,145706.04
P0256,300,Equipment,Excavator,hour,1995,150.89,301030.03
P0256,301,Equipment,Bulldozer,hour,3754,163.12,612346.31
P0256,302,Equipment,Loader,hour,1905,113.66,216524.27
P0256,303,Equipment,Compactor,hour,2472,88.19,217998.15
P0256,400,Fuel,Diesel,gallon,21537,4.64,99860.08
P0256,500,Subcontractor,Concrete Work,job,1,31932.04,31932.04
P0256,501,Subcontractor,Utility Work,job,2,23853.39,47706.78
P0257,100,Labor,General Labor,hour,2932,33.41,97959.35
P0257,101,Labor,Equipment Operators,hour,1858,46.89,87127.68
P0257,102,Labor,Supervisors,hour,1672,52.22,87303.62
P0257,103,Labor,Skilled Labor,hour,5301,54.13,286948.92
P0257,200,Materials,Gravel,ton,134,35.99,4822.79
P0257,201,Materials,Concrete,cubic_yard,3016,162.39,489779.8
P0257,202,Materials,Asphalt,ton,3290,94.26,310122.89
P0257,203,Materials,Topsoil,cubic_yard,2043,39.83,81368.35
P0257,300,Equipment,Excavator,hour,1555,141.97,220756.1
P0257,301,Equipment,Bulldozer,hour,1442,175.6,253209.73
P0257,302,Equipment,Loader,hour,514,111.32,57220.07
P0257,303,Equipment,Compactor,hour,1653,96.85,160100.87
P0257,400,Fuel,Diesel,gallon,17313,3.94,68224.12
P0257,500,Subcontractor,Concrete Work,job,2,25007.74,50015.47
P0257,501,Subcontractor,Utility Work,job,1,23129.1,23129.1
