project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,variance,variance_pct,budget_status
P0248,202,Materials,Asphalt,ton,4047,98.8,399840.86,4022,101.97,410106.22,10265.359999999986,2.5673614247428302,On Budget
P0248,203,Materials,Topsoil,cubic_yard,5417,38.81,210229.94,5307,40.14,212996.84,2766.899999999994,1.3161303285345534,On Budget
P0248,300,Equipment,Excavator,hour,492,128.25,63099.0,562,135.14,75951.36,12852.36,20.368563685636857,Over Budget
P0248,301,Equipment,Bulldozer,hour,897,153.53,137716.93,914,161.47,147582.7,9865.770000000019,7.163803317428016,Watch
P0248,302,Equipment,Loader,hour,1774,115.34,204610.04,1804,125.36,226153.26,21543.22,10.528916371845682,Over Budget
P0248,303,Equipment,Compactor,hour,1002,96.25,96439.42,1038,99.68,103471.33,7031.9100000000035,7.29153078689192,Watch
P0248,400,Fuel,Diesel,gallon,7590,3.69,28013.18,7923,3.59,28425.59,412.40999999999985,1.4721998716318527,On Budget
P0248,500,Subcontractor,Concrete Work,job,2,27856.58,55713.16,2,28934.68,57869.37,2156.209999999999,3.8701987106816396,On Budget
P0248,501,Subcontractor,Utility Work,job,3,21833.15,65499.46,3,22751.07,68253.2,2753.739999999998,4.204217866834319,On Budget
P0249,100,Labor,General Labor,hour,9829,31.14,306086.29,12155,34.74,422243.17,116156.88,37.94906331805976,Over Budget
P0249,101,Labor,Equipment Operators,hour,12810,38.68,495538.69,15616,37.58,586858.5,91319.81,18.428391534876923,Over Budget
P0249,102,Labor,Supervisors,hour,17157,53.1,911092.6,19276,55.53,1070397.58,159304.9800000001,17.48504817183238,Over Budget
P0249,103,Labor,Skilled Labor,hour,8458,46.3,391641.89,7975,46.16,368089.98,-23551.910000000033,-6.013634036951469,Under Budget
P0249,200,Materials,Gravel,ton,14969,33.87,506977.93,17625,32.92,580232.1,73254.16999999998,14.449183221841627,Over Budget
P0249,201,Materials,Concrete,cubic_yard,17686,155.47,2749729.04,17730,164.69,2919982.11,170253.06999999983,6.191630794283637,Watch
P0249,202,Materials,Asphalt,ton,1596,93.12,148612.33,1693,97.24,164624.88,16012.550000000017,10.774711627225022,Over Budget
P0249,203,Materials,Topsoil,cubic_yard,6776,38.96,264021.82,7210,38.55,277945.68,13923.859999999986,5.273753510221233,Watch
P0249,300,Equipment,Excavator,hour,2596,131.55,341513.33,2596,143.48,372461.68,30948.349999999977,9.062120649873307,Watch
P0249,301,Equipment,Bulldozer,hour,4137,157.59,651962.9,4840,166.61,806386.89,154423.99,23.686008820440545,Over Budget
P0249,302,Equipment,Loader,hour,3481,112.83,392769.79,4080,119.21,486380.09,93610.30000000005,23.833375779741118,Over Budget
P0249,303,Equipment,Compactor,hour,6515,88.62,577384.37,6557,92.08,603775.96,26391.589999999967,4.570887500816824,On Budget
P0249,400,Fuel,Diesel,gallon,42657,4.12,175796.96,43086,4.11,176871.34,1074.3800000000047,0.6111482246336938,On Budget
P0249,500,Subcontractor,Concrete Work,job,2,29618.7,59237.41,2,30001.14,60002.28,764.8699999999953,1.2911941963701574,On Budget
P0249,501,Subcontractor,Utility Work,job,4,20809.84,83239.37,4,21529.29,86117.17,2877.800000000003,3.457258266130562,On Budget
P0250,100,Labor,General Labor,hour,10426,34.16,356136.58,10284,32.73,336554.98,-19581.600000000035,-5.4983399907979225,Under Budget
P0250,101,Labor,Equipment Operators,hour,17633,43.92,774496.08,17326,46.04,797743.89,23247.810000000056,3.001669162741283,On Budget
P0250,102,Labor,Supervisors,hour,11943,53.99,644805.03,11850,53.19,630296.42,-14508.609999999986,-2.2500770504225107,On Budget
P0250,103,Labor,Skilled Labor,hour,17272,51.05,881791.71,19533,52.04,1016567.38,134775.67000000004,15.284297694293366,Over Budget
P0250,200,Materials,Gravel,ton,12216,36.63,447486.64,13062,37.22,486130.82,38644.17999999999,8.635828770217586,Watch
P0250,201,Materials,Concrete,cubic_yard,18154,144.89,2630370.22,21086,154.57,3259321.01,628950.7899999996,23.911112786244953,Over Budget
P0250,202,Materials,Asphalt,ton,15406,91.45,1408853.25,15761,91.8,1446830.81,37977.560000000056,2.6956363269204973,On Budget
P0250,203,Materials,Topsoil,cubic_yard,3523,36.1,127172.53,3236,36.19,117117.69,-10054.839999999997,-7.906455898927227,Under Budget
P0250,300,Equipment,Excavator,hour,1651,144.61,238752.73,1841,151.03,278046.56,39293.82999999999,16.457960501645356,Over Budget
P0250,301,Equipment,Bulldozer,hour,8634,152.77,1319012.28,9334,164.65,1536827.17,217814.8899999999,16.513484620476763,Over Budget
P0250,302,Equipment,Loader,hour,7190,118.42,851450.2,8032,126.38,1015070.14,163619.94000000006,19.216618893271747,Over Budget
P0250,303,Equipment,Compactor,hour,7090,88.59,628097.76,7558,85.18,643755.03,15657.270000000019,2.4928078074979947,On Budget
P0250,400,Fuel,Diesel,gallon,52752,4.1,216437.86,48375,4.23,204658.81,-11779.049999999988,-5.44223177959715,Under Budget
P0250,500,Subcontractor,Concrete Work,job,4,25966.23,103864.93,4,26927.0,107708.0,3843.070000000007,3.70006507490065,On Budget
P0250,501,Subcontractor,Utility Work,job,2,21542.83,43085.66,2,20440.99,40881.98,-2203.6800000000003,-5.1146483539999155,Under Budget
P0251,100,Labor,General Labor,hour,18150,32.35,587123.77,18494,31.16,576307.17,-10816.599999999977,-1.8423031995451276,On Budget
P0251,101,Labor,Equipment Operators,hour,14471,41.9,606326.07,16974,43.84,744123.98,137797.91000000003,22.72670050291587,Over Budget
P0251,102,Labor,Supervisors,hour,15941,58.44,931662.78,16719,61.45,1027383.56,95720.78000000003,10.274187405017942,Over Budget
P0251,103,Labor,Skilled Labor,hour,17998,46.09,829529.01,16985,46.54,790545.65,-38983.359999999986,-4.699457105183095,On Budget
P0251,200,Materials,Gravel,ton,1926,33.4,64326.74,1882,33.16,62408.71,-1918.0299999999988,-2.9816993679455837,On Budget
P0251,201,Materials,Concrete,cubic_yard,8105,142.91,1158323.17,8411,151.36,1273122.32,114799.15000000014,9.910804944012312,Watch
P0251,202,Materials,Asphalt,ton,788,92.28,72717.54,799,91.77,73326.83,609.2900000000081,0.8378858800779126,On Budget
P0251,203,Materials,Topsoil,cubic_yard,9103,40.76,371042.32,8830,43.3,382307.32,11265.0,3.0360418186259723,On Budget
P0251,300,Equipment,Excavator,hour,7761,131.17,1018006.54,8286,133.59,1106945.82,88939.28000000003,8.73661184927162,Watch
P0251,301,Equipment,Bulldozer,hour,899,147.48,132586.59,834,153.27,127829.69,-4756.899999999994,-3.587768566941796,On Budget
P0251,302,Equipment,Loader,hour,3128,117.45,367390.93,3154,123.96,390955.46,23564.530000000028,6.414020618309774,Watch
P0251,303,Equipment,Compactor,hour,2573,95.13,244764.02,2525,98.94,249819.02,5055.0,2.0652545255630304,On Budget
P0251,400,Fuel,Diesel,gallon,16503,3.67,60525.27,17680,3.64,64429.57,3904.300000000003,6.450694065470511,Watch
P0251,500,Subcontractor,Concrete Work,job,6,29196.93,175181.57,6,29477.28,176863.67,1682.1000000000058,0.9602037474604239,On Budget
P0251,501,Subcontractor,Utility Work,job,8,21943.87,175550.98,7,23495.34,164467.36,-11083.620000000024,-6.3136189840694845,Under Budget
P0252,100,Labor,General Labor,hour,1023,31.07,31784.07,992,31.9,31641.35,-142.72000000000116,-0.4490299700447462,On Budget
P0252,101,Labor,Equipment Operators,hour,1205,38.98,46965.77,1340,35.98,48212.8,1247.030000000006,2.6551890877121913,On Budget
P0252,102,Labor,Supervisors,hour,2079,59.24,123167.34,2357,64.3,151557.69,28390.350000000006,23.050225814733036,Over Budget
P0252,103,Labor,Skilled Labor,hour,667,49.92,33299.52,630,53.29,33573.7,274.1800000000003,0.8233752318351745,On Budget
P0252,200,Materials,Gravel,ton,1965,36.09,70909.68,2146,36.0,77251.99,6342.310000000012,8.944209027596814,Watch
P0252,201,Materials,Concrete,cubic_yard,701,139.27,97627.22,700,151.54,106076.03,8448.809999999998,8.654154036138689,Watch
P0252,202,Materials,Asphalt,ton,692,97.24,67289.29,704,104.49,73564.22,6274.930000000008,9.325302733912052,Watch
P0252,203,Materials,Topsoil,cubic_yard,1613,40.24,64900.45,1670,41.94,70036.25,5135.800000000003,7.913350369681571,Watch
P0252,300,Equipment,Excavator,hour,794,131.23,104193.63,759,136.41,103536.55,-657.0800000000017,-0.6306335617638061,On Budget
P0252,301,Equipment,Bulldozer,hour,1031,151.38,156072.61,1005,152.96,153722.95,-2349.6599999999744,-1.5054915785671648,On Budget
P0252,302,Equipment,Loader,hour,680,114.98,78187.48,657,106.86,70204.58,-7982.899999999994,-10.2099466564212,Under Budget
P0252,303,Equipment,Compactor,hour,702,98.98,69484.27,720,102.42,73745.04,4260.7699999999895,6.131992176070914,Watch
P0252,400,Fuel,Diesel,gallon,471,3.8,1788.87,464,4.02,1864.31,75.44000000000005,4.217187386450668,On Budget
P0252,500,Subcontractor,Concrete Work,job,1,26075.81,26075.81,1,28049.73,28049.73,1973.9199999999983,7.569927837332754,Watch
P0252,501,Subcontractor,Utility Work,job,1,20643.72,20643.72,1,21484.2,21484.2,840.4799999999996,4.071359231766365,On Budget
P0253,100,Labor,General Labor,hour,1543,31.12,48025.16,1574,32.85,51703.52,3678.3599999999933,7.659235284171865,Watch
P0253,101,Labor,Equipment Operators,hour,4673,41.26,192813.2,4689,42.25,198130.38,5317.179999999993,2.7576846398483053,On Budget
P0253,102,Labor,Supervisors,hour,6142,56.29,345731.22,5620,59.95,336902.45,-8828.76999999996,-2.5536513595734744,On Budget
P0253,103,Labor,Skilled Labor,hour,10673,44.63,476286.79,10672,44.94,479632.64,3345.850000000035,0.7024864158000341,On Budget
P0253,200,Materials,Gravel,ton,11504,36.01,414246.38,13470,37.52,505345.5,91099.12,21.991530740715223,Over Budget
P0253,201,Materials,Concrete,cubic_yard,8538,134.99,1152556.31,9835,131.83,1296574.48,144018.16999999993,12.495543059410252,Over Budget
P0253,202,Materials,Asphalt,ton,7291,91.43,666639.29,7263,91.93,667658.23,1018.9399999999441,0.1528472766734082,On Budget
P0253,203,Materials,Topsoil,cubic_yard,9804,35.41,347191.75,8849,35.89,317580.35,-29611.400000000023,-8.528831690269145,Under Budget
P0253,300,Equipment,Excavator,hour,6361,130.3,828856.99,6275,130.73,820321.5,-8535.48999999999,-1.0297904346562838,On Budget
P0253,301,Equipment,Bulldozer,hour,2655,159.49,423435.34,2626,166.09,436142.02,12706.679999999993,3.0008548648773608,On Budget
P0253,302,Equipment,Loader,hour,506,129.11,65331.67,679,146.27,99317.89,33986.22,52.021048903234835,Over Budget
P0253,303,Equipment,Compactor,hour,6241,93.29,582193.08,6914,97.56,674536.39,92343.31000000006,15.86128608742654,Over Budget
P0253,400,Fuel,Diesel,gallon,9506,4.03,38340.88,10359,4.11,42571.58,4230.700000000004,11.034436350965352,Over Budget
P0253,500,Subcontractor,Concrete Work,job,2,26843.64,53687.29,2,28579.15,57158.31,3471.019999999997,6.4652546254429994,Watch
P0253,501,Subcontractor,Utility Work,job,2,21247.43,42494.85,2,22335.05,44670.09,2175.239999999998,5.118832046706832,Watch
P0254,100,Labor,General Labor,hour,673,30.59,20584.32,688,31.22,21477.0,892.6800000000003,4.336699001958774,On Budget
P0254,101,Labor,Equipment Operators,hour,353,43.69,15420.84,364,46.09,16776.8,1355.9599999999991,8.793035917628346,Watch
P0254,102,Labor,Supervisors,hour,1569,56.46,88584.93,1546,56.87,87918.56,-666.3699999999953,-0.7522385579578776,On Budget
P0254,103,Labor,Skilled Labor,hour,1530,45.81,70085.49,1563,47.02,73496.16,3410.6699999999983,4.866442397705999,On Budget
P0254,200,Materials,Gravel,ton,2187,34.97,76474.86,2252,36.3,81755.36,5280.5,6.904883513353277,Watch
P0254,201,Materials,Concrete,cubic_yard,1521,140.77,214116.76,1438,136.99,196996.98,-17119.78,-7.995534772709992,Under Budget
P0254,202,Materials,Asphalt,ton,2190,93.29,204307.46,2225,96.82,215429.39,11121.930000000022,5.443721927725998,Watch
P0254,203,Materials,Topsoil,cubic_yard,1796,39.23,70460.34,1939,39.02,75664.67,5204.330000000002,7.386183489889492,Watch
P0254,300,Equipment,Excavator,hour,228,136.49,31119.79,215,142.14,30559.44,-560.3500000000022,-1.800622690577289,On Budget
P0254,301,Equipment,Bulldozer,hour,1221,148.24,181004.58,1219,156.82,191165.84,10161.26000000001,5.613813749906224,Watch
P0254,302,Equipment,Loader,hour,641,123.87,79399.94,697,127.7,89004.91,9604.970000000001,12.096948687870546,Over Budget
P0254,303,Equipment,Compactor,hour,906,89.66,81236.34,856,95.26,81540.19,303.8500000000058,0.37403211419914517,On Budget
P0254,400,Fuel,Diesel,gallon,1163,3.9,4539.2,1191,4.0,4769.46,230.26000000000022,5.072700035248507,Watch
P0254,500,Subcontractor,Concrete Work,job,2,29563.07,59126.13,2,30814.54,61629.08,2502.9500000000044,4.233238333034826,On Budget
P0254,501,Subcontractor,Utility Work,job,1,20456.44,20456.44,1,20305.05,20305.05,-151.38999999999942,-0.7400603428553523,On Budget
P0255,100,Labor,General Labor,hour,16791,34.52,579687.28,16479,36.36,599241.84,19554.55999999994,3.3732946494875544,On Budget
P0255,101,Labor,Equipment Operators,hour,9568,44.8,428669.39,9045,47.11,426079.02,-2590.3699999999953,-0.6042815420060657,On Budget
P0255,102,Labor,Supervisors,hour,17172,58.4,1002905.25,16688,63.21,1054868.26,51963.01000000001,5.181248178728749,Watch
P0255,103,Labor,Skilled Labor,hour,4875,50.02,243863.97,5388,54.16,291798.34,47934.370000000024,19.656191933560347,Over Budget
P0255,200,Materials,Gravel,ton,17610,32.66,575191.13,17261,35.24,608202.1,33010.96999999997,5.739130573866807,Watch
P0255,201,Materials,Concrete,cubic_yard,3481,140.84,490249.53,3236,150.88,488233.43,-2016.100000000035,-0.4112395579451213,On Budget
P0255,202,Materials,Asphalt,ton,7284,95.79,697697.94,6863,99.11,680217.11,-17480.829999999958,-2.5055011628671227,On Budget
P0255,203,Materials,Topsoil,cubic_yard,16978,38.76,658079.82,16945,38.9,659212.58,1132.7600000000093,0.172131094978723,On Budget
P0255,300,Equipment,Excavator,hour,1636,136.34,223053.83,1642,145.32,238617.59,15563.76000000001,6.977580254954605,Watch
P0255,301,Equipment,Bulldozer,hour,6493,167.18,1085527.92,6622,170.68,1130233.08,44705.16000000015,4.118287441192683,On Budget
P0255,302,Equipment,Loader,hour,7653,119.63,915539.17,7728,123.89,957417.89,41878.71999999997,4.57421390283061,On Budget
P0255,303,Equipment,Compactor,hour,9734,97.35,947640.95,9734,104.6,1018172.87,70531.92000000004,7.442894906557177,Watch
P0255,400,Fuel,Diesel,gallon,15494,4.15,64361.22,17075,4.27,72870.44,8509.220000000001,13.221035897082126,Over Budget
P0255,500,Subcontractor,Concrete Work,job,12,29670.54,356046.45,11,30698.4,337682.35,-18364.100000000035,-5.1577820815233615,Under Budget
P0255,501,Subcontractor,Utility Work,job,7,23572.87,165010.11,8,23778.01,190224.04,25213.930000000022,15.280233435393761,Over Budget
P0256,100,Labor,General Labor,hour,2792,33.5,93530.03,2689,36.15,97202.06,3672.029999999999,3.9260438599239187,On Budget
P0256,101,Labor,Equipment Operators,hour,3773,40.04,151054.41,3891,41.63,161991.86,10937.449999999983,7.2407353085553625,Watch
P0256,102,Labor,Supervisors,hour,2409,57.29,138011.25,2213,57.42,127060.03,-10951.220000000001,-7.935019790053348,Under Budget
P0256,103,Labor,Skilled Labor,hour,3726,49.38,183979.29,4063,53.07,215605.98,31626.690000000002,17.19035332726852,Over Budget
P0256,200,Materials,Gravel,ton,6070,34.28,208079.47,6748,34.4,232154.11,24074.639999999985,11.569925663497694,Over Budget
P0256,201,Materials,Concrete,cubic_yard,5358,135.95,728414.09,5241,134.92,707120.31,-21293.77999999991,-2.9233069887486542,On Budget
P0256,202,Materials,Asphalt,ton,3644,89.46,325981.38,3668,89.51,328321.14,2339.7600000000093,0.7177587873270582,On Budget
P0256,203,Materials,Topsoil,cubic_yard,3059,37.96,116120.35,3568,40.84,145706.04,29585.690000000002,25.478471258483115,Over Budget
P0256,300,Equipment,Excavator,hour,2214,140.78,311695.48,1995,150.89,301030.03,-10665.449999999953,-3.4217531803797585,On Budget
P0256,301,Equipment,Bulldozer,hour,3390,154.0,522068.0,3754,163.12,612346.31,90278.31000000006,17.292442746921868,Over Budget
P0256,302,Equipment,Loader,hour,1636,110.94,181498.41,1905,113.66,216524.27,35025.859999999986,19.29816354865036,Over Budget
P0256,303,Equipment,Compactor,hour,2355,90.19,212403.06,2472,88.19,217998.15,5595.0899999999965,2.634185213715846,On Budget
P0256,400,Fuel,Diesel,gallon,16220,4.03,65417.77,21537,4.64,99860.08,34442.310000000005,52.64977696427135,Over Budget
P0256,500,Subcontractor,Concrete Work,job,1,30095.03,30095.03,1,31932.04,31932.04,1837.010000000002,6.104031130721591,Watch
P0256,501,Subcontractor,Utility Work,job,2,22036.67,44073.35,2,23853.39,47706.78,3633.4300000000003,8.244052244723854,Watch
P0257,100,Labor,General Labor,hour,3012,34.47,103830.08,2932,33.41,97959.35,-5870.729999999996,-5.654170737420212,Under Budget
P0257,101,Labor,Equipment Operators,hour,1664,45.27,75324.47,1858,46.89,87127.68,11803.209999999992,15.669821506875511,Over Budget
P0257,102,Labor,Supervisors,hour,1627,52.77,85863.91,1672,52.22,87303.62,1439.7099999999919,1.676734730575386,On Budget
P0257,103,Labor,Skilled Labor,hour,4525,50.05,226462.23,5301,54.13,286948.92,60486.68999999997,26.70939432151665,Over Budget
P0257,200,Materials,Gravel,ton,136,35.29,4799.62,134,35.99,4822.79,23.170000000000073,0.482746550768604,On Budget
P0257,201,Materials,Concrete,cubic_yard,3179,151.17,480554.57,3016,162.39,489779.8,9225.229999999981,1.9197049775221118,On Budget
P0257,202,Materials,Asphalt,ton,3147,90.3,284176.64,3290,94.26,310122.89,25946.25,9.13032471634544,Watch
P0257,203,Materials,Topsoil,cubic_yard,1937,37.6,72836.16,2043,39.83,81368.35,8532.190000000002,11.714222715749981,Over Budget
P0257,300,Equipment,Excavator,hour,1511,144.81,218815.06,1555,141.97,220756.1,1941.0400000000081,0.8870687419778183,On Budget
P0257,301,Equipment,Bulldozer,hour,1170,162.31,189907.85,1442,175.6,253209.73,63301.880000000005,33.332945425899986,Over Budget
P0257,302,Equipment,Loader,hour,474,117.67,55777.02,514,111.32,57220.07,1443.050000000003,2.587176582757564,On Budget
P0257,303,Equipment,Compactor,hour,1646,96.32,158549.45,1653,96.85,160100.87,1551.4199999999837,0.9785085977907735,On Budget
P0257,400,Fuel,Diesel,gallon,17509,3.85,67435.16,17313,3.94,68224.12,788.9599999999919,1.169953478274526,On Budget
P0257,500,Subcontractor,Concrete Work,job,2,26048.17,52096.34,2,25007.74,50015.47,-2080.8699999999953,-3.994272918212672,On Budget
P0257,501,Subcontractor,Utility Work,job,1,23390.16,23390.16,1,23129.1,23129.1,-261.0600000000013,-1.1161103643583512,On Budget
P0258,100,Labor,General Labor,hour,2540,33.47,85011.93,2515,34.27,86179.78,1167.8500000000058,1.3737483668468717,On Budget
P0258,101,Labor,Equipment Operators,hour,16533,42.2,697652.83,18696,44.67,835062.88,137410.05000000005,19.696049968004868,Over Budget
P0258,102,Labor,Supervisors,hour,12557,52.21,655540.73,12493,56.21,702252.88,46712.15000000002,7.125743353887412,Watch
P0258,103,Labor,Skilled Labor,hour,8969,44.69,400792.61,8892,44.39,394696.08,-6096.52999999997,-1.5211183659299432,On Budget
P0258,200,Materials,Gravel,ton,19869,36.55,726187.7,20296,35.59,722420.32,-3767.3800000000047,-0.5187887374021902,On Budget
P0258,201,Materials,Concrete,cubic_yard,14463,144.13,2084541.07,15045,135.16,2033516.06,-51025.01000000001,-2.4477814677932925,On Budget
P0258,202,Materials,Asphalt,ton,2088,97.18,202921.75,2262,103.63,234414.96,31493.209999999992,15.51987896812441,Over Budget
P0258,203,Materials,Topsoil,cubic_yard,15173,38.04,577214.07,15845,38.97,617481.4,40267.330000000075,6.976151846056018,Watch
P0258,300,Equipment,Excavator,hour,9341,126.55,1182097.89,11674,142.69,1665820.69,483722.80000000005,40.92070581396606,Over Budget
P0258,301,Equipment,Bulldozer,hour,3793,159.99,606844.76,3504,161.55,566063.59,-40781.17000000004,-6.720198094814239,Under Budget
P0258,302,Equipment,Loader,hour,10235,119.47,1222749.54,9840,112.96,1111544.01,-111205.53000000003,-9.094710434321653,Under Budget
P0258,303,Equipment,Compactor,hour,7631,93.99,717257.06,7420,98.32,729537.61,12280.54999999993,1.7121546353269674,On Budget
P0258,400,Fuel,Diesel,gallon,21498,3.97,85368.65,21009,3.96,83104.32,-2264.329999999987,-2.652413971639457,On Budget
P0258,500,Subcontractor,Concrete Work,job,8,28541.2,228329.56,8,30817.01,246536.09,18206.53,7.973794545042701,Watch
P0258,501,Subcontractor,Utility Work,job,10,22263.06,222630.62,10,22767.84,227678.39,5047.770000000019,2.267329624289785,On Budget
P0259,100,Labor,General Labor,hour,1509,30.2,45569.18,1554,31.57,49064.18,3495.0,7.669657430745956,Watch
P0259,101,Labor,Equipment Operators,hour,3221,41.62,134059.49,3279,41.61,136441.98,2382.49000000002,1.777188619768746,On Budget
P0259,102,Labor,Supervisors,hour,2168,50.75,110020.89,2157,48.08,103707.6,-6313.289999999994,-5.738264796803583,Under Budget
P0259,103,Labor,Skilled Labor,hour,2076,51.78,107495.43,2357,55.01,129667.08,22171.65000000001,20.62566752837773,Over Budget
P0259,200,Materials,Gravel,ton,312,34.73,10835.33,292,35.21,10282.34,-552.9899999999998,-5.103582447419689,Under Budget
P0259,201,Materials,Concrete,cubic_yard,639,138.17,88292.24,639,139.75,89300.61,1008.3699999999953,1.1420822486777946,On Budget
P0259,202,Materials,Asphalt,ton,2873,92.59,266000.07,3238,94.94,307429.48,41429.409999999974,15.574962066739296,Over Budget
P0259,203,Materials,Topsoil,cubic_yard,2101,37.03,77798.04,2308,38.79,89535.9,11737.86,15.087603749400373,Over Budget
P0259,300,Equipment,Excavator,hour,1452,127.95,185787.93,1643,136.23,223827.77,38039.84,20.47487153767201,Over Budget
P0259,301,Equipment,Bulldozer,hour,226,149.66,33822.08,223,146.83,32743.22,-1078.8600000000006,-3.1898097337597227,On Budget
P0259,302,Equipment,Loader,hour,135,122.91,16592.82,126,132.03,16635.58,42.76000000000204,0.25770182524731805,On Budget
P0259,303,Equipment,Compactor,hour,1215,96.09,116745.76,1348,103.22,139137.97,22392.210000000006,19.18031969640697,Over Budget
P0259,400,Fuel,Diesel,gallon,3718,3.8,14121.06,4352,3.82,16628.26,2507.199999999999,17.75504105215897,Over Budget
P0259,500,Subcontractor,Concrete Work,job,2,26831.23,53662.46,2,29389.53,58779.06,5116.5999999999985,9.53478465206403,Watch
P0259,501,Subcontractor,Utility Work,job,1,20645.56,20645.56,1,21720.35,21720.35,1074.7899999999972,5.2059135232950675,Watch
P0260,100,Labor,General Labor,hour,14634,32.71,478620.44,15038,32.02,481476.44,2856.0,0.5967150086611428,On Budget
P0260,101,Labor,Equipment Operators,hour,15648,45.32,709186.92,15620,45.59,712106.95,2920.0299999999115,0.4117433525141596,On Budget
P0260,102,Labor,Supervisors,hour,12833,55.81,716197.56,14440,56.33,813404.87,97207.30999999994,13.572694941881668,Over Budget
P0260,103,Labor,Skilled Labor,hour,14214,46.49,660762.21,15020,47.88,719201.49,58439.28000000003,8.844222492687653,Watch
P0260,200,Materials,Gravel,ton,5886,32.76,192837.83,5794,32.89,190588.66,-2249.1699999999837,-1.1663530957592625,On Budget
P0260,201,Materials,Concrete,cubic_yard,9856,139.92,1379003.86,10630,159.84,1699071.99,320068.1299999999,23.2100967433115,Over Budget
P0260,202,Materials,Asphalt,ton,4662,96.82,451353.24,4982,90.86,452646.66,1293.4199999999837,0.2865649086733007,On Budget
P0260,203,Materials,Topsoil,cubic_yard,14175,37.5,531630.4,12964,39.4,510764.55,-20865.850000000035,-3.924879013690721,On Budget
P0260,300,Equipment,Excavator,hour,5873,129.57,760975.37,6254,130.29,814823.0,53847.630000000005,7.076133094820139,Watch
P0260,301,Equipment,Bulldozer,hour,3434,148.7,510643.22,3409,156.64,533970.32,23327.099999999977,4.5681797165543445,On Budget
P0260,302,Equipment,Loader,hour,2974,114.18,339578.06,2889,112.73,325676.38,-13901.679999999993,-4.09380982976344,On Budget
P0260,303,Equipment,Compactor,hour,7709,101.09,779331.04,7680,105.45,809866.2,30535.159999999916,3.9181244468332626,On Budget
P0260,400,Fuel,Diesel,gallon,8490,4.05,34361.94,8391,4.09,34281.89,-80.05000000000291,-0.23296123559962828,On Budget
P0260,500,Subcontractor,Concrete Work,job,3,29214.33,87643.0,3,29129.19,87387.57,-255.42999999999302,-0.2914436977282761,On Budget
P0260,501,Subcontractor,Utility Work,job,3,22632.19,67896.58,3,23572.23,70716.68,2820.0999999999913,4.153522902037174,On Budget
P0261,100,Labor,General Labor,hour,11323,30.92,350147.07,11403,33.02,376501.0,26353.929999999993,7.526531637120365,Watch
P0261,101,Labor,Equipment Operators,hour,3816,42.32,161491.2,3649,42.84,156315.53,-5175.670000000013,-3.2049238596282725,On Budget
P0261,102,Labor,Supervisors,hour,5396,59.0,318360.66,6646,65.77,437125.23,118764.57,37.30503951084911,Over Budget
P0261,103,Labor,Skilled Labor,hour,2071,46.81,96941.93,2051,49.16,100830.46,3888.5300000000134,4.011195155697863,On Budget
P0261,200,Materials,Gravel,ton,2796,36.26,101373.53,2814,36.54,102812.32,1438.7900000000081,1.4192955498343682,On Budget
P0261,201,Materials,Concrete,cubic_yard,7630,143.13,1092085.51,7736,149.31,1155068.7,62983.189999999944,5.767239783265684,Watch
P0261,202,Materials,Asphalt,ton,10725,94.37,1012077.09,12381,100.18,1240337.2,228260.11,22.553628795213612,Over Budget
P0261,203,Materials,Topsoil,cubic_yard,2919,36.72,107187.02,3048,37.58,114555.25,7368.229999999996,6.874181220823189,Watch
P0261,300,Equipment,Excavator,hour,5220,128.65,671532.79,5455,124.58,679573.07,8040.2799999999115,1.197302666337397,On Budget
P0261,301,Equipment,Bulldozer,hour,1376,151.66,208682.47,1441,153.68,221447.0,12764.529999999999,6.116723651967508,Watch
P0261,302,Equipment,Loader,hour,6051,123.57,747697.05,6526,129.74,846682.88,98985.82999999996,13.23876160806037,Over Budget
P0261,303,Equipment,Compactor,hour,4546,88.64,402979.11,4306,85.26,367144.84,-35834.26999999996,-8.892339357243594,Under Budget
P0261,400,Fuel,Diesel,gallon,18300,4.03,73691.33,17676,4.15,73438.05,-253.27999999999884,-0.3437039336920623,On Budget
P0261,500,Subcontractor,Concrete Work,job,1,29471.22,29471.22,1,30405.47,30405.47,934.25,3.1700418238539156,On Budget
P0261,501,Subcontractor,Utility Work,job,6,20409.93,122459.56,6,20478.03,122868.18,408.61999999999534,0.33367750137269425,On Budget
P0262,100,Labor,General Labor,hour,12585,33.53,421984.64,12756,35.52,453060.48,31075.839999999967,7.364211171288122,Watch
P0262,101,Labor,Equipment Operators,hour,15771,40.19,633840.87,17101,41.15,703630.51,69789.64000000001,11.010593242433234,Over Budget
P0262,102,Labor,Supervisors,hour,4918,59.25,291373.83,6527,64.3,419712.92,128339.08999999997,44.04619659905626,Over Budget
P0262,103,Labor,Skilled Labor,hour,5143,45.37,233330.25,5351,47.91,256356.71,23026.459999999992,9.868613263818125,Watch
P0262,200,Materials,Gravel,ton,21802,35.86,781886.97,27991,38.75,1084616.34,302729.3700000001,38.717791907953156,Over Budget
P0262,201,Materials,Concrete,cubic_yard,10909,135.58,1479058.73,10312,141.48,1458893.73,-20165.0,-1.3633670922587369,On Budget
P0262,202,Materials,Asphalt,ton,15343,98.23,1507097.38,20056,109.44,2194885.93,687788.5500000003,45.63663630017062,Over Budget
