project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost
P0223,203,Materials,Topsoil,cubic_yard,8306,37.36,310352.66
P0223,300,Equipment,Excavator,hour,1500,145.41,218110.86
P0223,301,Equipment,Bulldozer,hour,1304,144.89,188938.59
P0223,302,Equipment,Loader,hour,895,122.42,109567.06
P0223,303,Equipment,Compactor,hour,3835,93.51,358621.65
P0223,400,Fuel,Diesel,gallon,31218,3.96,123730.34
P0223,500,Subcontractor,Concrete Work,job,2,30201.01,60402.01
P0223,501,Subcontractor,Utility Work,job,2,22678.02,45356.04
P0224,100,Labor,General Labor,hour,10002,33.04,330427.61
P0224,101,Labor,Equipment Operators,hour,12814,42.08,539175.16
P0224,102,Labor,Supervisors,hour,2792,53.07,148174.81
P0224,103,Labor,Skilled Labor,hour,4419,51.23,226372.15
P0224,200,Materials,Gravel,ton,12337,32.2,397219.08
P0224,201,Materials,Concrete,cubic_yard,3454,145.78,503539.43
P0224,202,Materials,Asphalt,ton,13607,95.36,1297555.78
P0224,203,Materials,Topsoil,cubic_yard,13905,39.87,554391.62
P0224,300,Equipment,Excavator,hour,853,145.74,124315.36
P0224,301,Equipment,Bulldozer,hour,1423,155.37,221097.35
P0224,302,Equipment,Loader,hour,7725,114.76,886511.73
P0224,303,Equipment,Compactor,hour,2358,99.47,234547.56
P0224,400,Fuel,Diesel,gallon,6076,4.13,25068.25
P0224,500,Subcontractor,Concrete Work,job,6,25880.13,155280.75
P0224,501,Subcontractor,Utility Work,job,6,21304.52,127827.1
P0225,100,Labor,General Labor,hour,4006,30.55,122377.27
P0225,101,Labor,Equipment Operators,hour,1894,45.36,85905.26
P0225,102,Labor,Supervisors,hour,2004,52.89,106000.05
P0225,103,Labor,Skilled Labor,hour,4143,50.22,208047.31
P0225,200,Materials,Gravel,ton,4853,36.21,175713.79
P0225,201,Materials,Concrete,cubic_yard,3869,135.14,522868.19
P0225,202,Materials,Asphalt,ton,3135,86.22,270307.75
P0225,203,Materials,Topsoil,cubic_yard,480,36.76,17643.58
P0225,300,Equipment,Excavator,hour,850,137.15,116578.58
P0225,301,Equipment,Bulldozer,hour,1334,147.58,196867.33
P0225,302,Equipment,Loader,hour,1573,128.53,202171.52
P0225,303,Equipment,Compactor,hour,218,97.25,21200.68
P0225,400,Fuel,Diesel,gallon,1540,4.02,6196.64
P0225,500,Subcontractor,Concrete Work,job,2,29722.37,59444.74
P0225,501,Subcontractor,Utility Work,job,3,21296.64,63889.92
P0226,100,Labor,General Labor,hour,2402,31.65,76024.12
P0226,101,Labor,Equipment Operators,hour,6433,41.39,266274.62
P0226,102,Labor,Supervisors,hour,6742,56.02,377691.0
P0226,103,Labor,Skilled Labor,hour,6315,51.11,322784.53
P0226,200,Materials,Gravel,ton,11707,35.9,420310.07
P0226,201,Materials,Concrete,cubic_yard,1567,154.11,241497.6
P0226,202,Materials,Asphalt,ton,11409,97.33,1110453.03
P0226,203,Materials,Topsoil,cubic_yard,8219,39.29,322949.77
P0226,300,Equipment,Excavator,hour,3853,132.7,511308.66
P0226,301,Equipment,Bulldozer,hour,2843,147.77,420101.26
P0226,302,Equipment,Loader,hour,5732,111.5,639110.82
P0226,303,Equipment,Compactor,hour,1497,101.16,151442.88
P0226,400,Fuel,Diesel,gallon,41885,3.77,157826.5
P0226,500,Subcontractor,Concrete Work,job,2,29456.14,58912.27
P0226,501,Subcontractor,Utility Work,job,3,21032.69,63098.08
P0227,100,Labor,General Labor,hour,7294,34.48,251518.72
P0227,101,Labor,Equipment Operators,hour,20916,42.91,897607.9
P0227,102,Labor,Supervisors,hour,20443,55.28,1130016.55
P0227,103,Labor,Skilled Labor,hour,11112,47.34,526029.02
P0227,200,Materials,Gravel,ton,13566,34.63,469731.99
P0227,201,Materials,Concrete,cubic_yard,2251,154.23,347172.88
P0227,202,Materials,Asphalt,ton,18994,87.29,1658032.73
P0227,203,Materials,Topsoil,cubic_yard,19769,37.22,735840.45
P0227,300,Equipment,Excavator,hour,7335,144.23,1057941.13
P0227,301,Equipment,Bulldozer,hour,7840,152.71,1197220.18
P0227,302,Equipment,Loader,hour,1797,110.47,198507.57
P0227,303,Equipment,Compactor,hour,8155,100.37,818531.39
P0227,400,Fuel,Diesel,gallon,49117,3.78,185505.75
P0227,500,Subcontractor,Concrete Work,job,11,28573.52,314308.72
P0227,501,Subcontractor,Utility Work,job,7,20543.91,143807.34
P0228,100,Labor,General Labor,hour,6874,31.68,217786.45
P0228,101,Labor,Equipment Operators,hour,18951,42.72,809568.53
P0228,102,Labor,Supervisors,hour,22718,57.3,1301778.82
P0228,103,Labor,Skilled Labor,hour,5205,50.78,264290.69
P0228,200,Materials,Gravel,ton,10442,32.5,339354.66
P0228,201,Materials,Concrete,cubic_yard,8725,139.68,1218718.56
P0228,202,Materials,Asphalt,ton,22531,97.85,2204677.0
P0228,203,Materials,Topsoil,cubic_yard,12607,40.53,511016.3
P0228,300,Equipment,Excavator,hour,5626,127.14,715303.27
P0228,301,Equipment,Bulldozer,hour,4216,151.72,639669.44
P0228,302,Equipment,Loader,hour,9770,119.37,1166256.78
P0228,303,Equipment,Compactor,hour,4390,92.39,405580.03
P0228,400,Fuel,Diesel,gallon,75327,3.83,288675.38
P0228,500,Subcontractor,Concrete Work,job,7,28285.91,198001.37
P0228,501,Subcontractor,Utility Work,job,3,22346.89,67040.66
P0229,100,Labor,General Labor,hour,14340,33.69,483053.98
P0229,101,Labor,Equipment Operators,hour,5114,44.51,227646.77
P0229,102,Labor,Supervisors,hour,4116,54.58,224638.43
P0229,103,Labor,Skilled Labor,hour,13094,51.36,672501.86
P0229,200,Materials,Gravel,ton,5423,34.94,189489.85
P0229,201,Materials,Concrete,cubic_yard,10453,134.83,1409413.5
P0229,202,Materials,Asphalt,ton,919,88.55,81374.49
P0229,203,Materials,Topsoil,cubic_yard,4942,38.47,190133.43
P0229,300,Equipment,Excavator,hour,1969,143.27,282106.94
P0229,301,Equipment,Bulldozer,hour,5895,154.65,911663.38
P0229,302,Equipment,Loader,hour,4363,112.57,491149.3
P0229,303,Equipment,Compactor,hour,5078,91.12,462710.65
P0229,400,Fuel,Diesel,gallon,10897,3.76,41026.97
P0229,500,Subcontractor,Concrete Work,job,4,30189.84,120759.36
P0229,501,Subcontractor,Utility Work,job,4,22470.02,89880.08
P0230,100,Labor,General Labor,hour,2395,32.78,78517.18
P0230,101,Labor,Equipment Operators,hour,6909,41.21,284689.2
P0230,102,Labor,Supervisors,hour,5078,52.4,266105.77
P0230,103,Labor,Skilled Labor,hour,4357,46.0,200407.27
P0230,200,Materials,Gravel,ton,11261,35.53,400114.63
P0230,201,Materials,Concrete,cubic_yard,8623,140.26,1209425.81
P0230,202,Materials,Asphalt,ton,760,93.54,71090.19
P0230,203,Materials,Topsoil,cubic_yard,7651,40.09,306699.56
P0230,300,Equipment,Excavator,hour,5169,133.94,692350.16
P0230,301,Equipment,Bulldozer,hour,887,145.34,128912.25
P0230,302,Equipment,Loader,hour,689,125.57,86517.99
P0230,303,Equipment,Compactor,hour,3081,101.08,311428.11
P0230,400,Fuel,Diesel,gallon,34677,4.08,141624.85
P0230,500,Subcontractor,Concrete Work,job,4,27134.88,108539.53
P0230,501,Subcontractor,Utility Work,job,2,22677.29,45354.58
P0231,100,Labor,General Labor,hour,7598,32.15,244237.84
P0231,101,Labor,Equipment Operators,hour,7027,42.22,296645.93
P0231,102,Labor,Supervisors,hour,3199,56.85,181855.49
P0231,103,Labor,Skilled Labor,hour,3911,48.99,191584.24
P0231,200,Materials,Gravel,ton,4104,33.27,136545.26
P0231,201,Materials,Concrete,cubic_yard,425,133.48,56729.43
P0231,202,Materials,Asphalt,ton,5098,98.67,503039.25
P0231,203,Materials,Topsoil,cubic_yard,5564,37.11,206465.52
P0231,300,Equipment,Excavator,hour,699,136.99,95754.43
P0231,301,Equipment,Bulldozer,hour,1224,157.2,192408.01
P0231,302,Equipment,Loader,hour,2374,120.58,286254.89
P0231,303,Equipment,Compactor,hour,1836,94.15,172858.28
P0231,400,Fuel,Diesel,gallon,16357,4.01,65618.31
P0231,500,Subcontractor,Concrete Work,job,2,29084.48,58168.95
P0231,501,Subcontractor,Utility Work,job,3,21890.65,65671.96
P0232,100,Labor,General Labor,hour,1044,33.88,35370.59
P0232,101,Labor,Equipment Operators,hour,2383,39.95,95212.71
P0232,102,Labor,Supervisors,hour,820,57.62,47249.03
P0232,103,Labor,Skilled Labor,hour,2078,46.63,96894.51
P0232,200,Materials,Gravel,ton,377,32.78,12358.13
P0232,201,Materials,Concrete,cubic_yard,3089,141.4,436771.03
P0232,202,Materials,Asphalt,ton,1730,95.79,165721.57
P0232,203,Materials,Topsoil,cubic_yard,1903,40.29,76664.46
P0232,300,Equipment,Excavator,hour,1306,125.96,164504.59
P0232,301,Equipment,Bulldozer,hour,912,152.94,139482.78
P0232,302,Equipment,Loader,hour,811,110.77,89837.25
P0232,303,Equipment,Compactor,hour,1641,90.29,148167.26
P0232,400,Fuel,Diesel,gallon,7444,4.14,30838.48
P0232,500,Subcontractor,Concrete Work,job,1,29412.79,29412.79
P0232,501,Subcontractor,Utility Work,job,1,20468.28,20468.28
P0233,100,Labor,General Labor,hour,3254,32.37,105343.36
P0233,101,Labor,Equipment Operators,hour,7089,42.55,301648.89
P0233,102,Labor,Supervisors,hour,3912,57.05,223193.57
P0233,103,Labor,Skilled Labor,hour,3659,45.35,165933.65
P0233,200,Materials,Gravel,ton,4561,36.53,166635.75
P0233,201,Materials,Concrete,cubic_yard,5983,140.3,839429.33
P0233,202,Materials,Asphalt,ton,3299,91.75,302671.19
P0233,203,Materials,Topsoil,cubic_yard,5509,38.27,210812.58
P0233,300,Equipment,Excavator,hour,1528,144.45,220715.69
P0233,301,Equipment,Bulldozer,hour,2764,149.83,414128.58
P0233,302,Equipment,Loader,hour,4506,127.7,575435.74
P0233,303,Equipment,Compactor,hour,303,95.65,28982.24
P0233,400,Fuel,Diesel,gallon,14882,3.76,55975.06
P0233,500,Subcontractor,Concrete Work,job,5,27337.48,136687.4
P0233,501,Subcontractor,Utility Work,job,5,23146.9,115734.52
P0234,100,Labor,General Labor,hour,3271,29.7,97140.35
P0234,101,Labor,Equipment Operators,hour,1743,42.59,74227.27
P0234,102,Labor,Supervisors,hour,2386,55.4,132187.28
P0234,103,Labor,Skilled Labor,hour,6613,44.96,297291.12
P0234,200,Materials,Gravel,ton,4963,32.23,159968.26
P0234,201,Materials,Concrete,cubic_yard,7594,149.02,1131645.47
P0234,202,Materials,Asphalt,ton,5926,96.62,572552.42
P0234,203,Materials,Topsoil,cubic_yard,3015,39.76,119873.98
P0234,300,Equipment,Excavator,hour,1653,130.49,215699.06
P0234,301,Equipment,Bulldozer,hour,3120,159.35,497171.77
P0234,302,Equipment,Loader,hour,2021,128.03,258755.09
P0234,303,Equipment,Compactor,hour,632,87.95,55583.76
P0234,400,Fuel,Diesel,gallon,23353,4.07,94945.45
P0234,500,Subcontractor,Concrete Work,job,3,26669.02,80007.05
P0234,501,Subcontractor,Utility Work,job,4,23433.57,93734.29
P0235,100,Labor,General Labor,hour,10240,32.85,336410.11
P0235,101,Labor,Equipment Operators,hour,10634,41.54,441703.32
P0235,102,Labor,Supervisors,hour,4284,57.29,245442.26
P0235,103,Labor,Skilled Labor,hour,2052,47.8,98089.72
P0235,200,Materials,Gravel,ton,7267,32.49,236126.95
P0235,201,Materials,Concrete,cubic_yard,9749,150.55,1467742.14
P0235,202,Materials,Asphalt,ton,4642,88.02,408569.5
P0235,203,Materials,Topsoil,cubic_yard,368,40.38,14858.03
P0235,300,Equipment,Excavator,hour,4400,143.37,630824.57
P0235,301,Equipment,Bulldozer,hour,4248,164.56,699040.9
P0235,302,Equipment,Loader,hour,1138,119.19,135639.56
P0235,303,Equipment,Compactor,hour,1912,94.05,179815.71
P0235,400,Fuel,Diesel,gallon,20898,3.94,82363.15
P0235,500,Subcontractor,Concrete Work,job,3,27111.55,81334.64
P0235,501,Subcontractor,Utility Work,job,5,23182.5,115912.49
P0236,100,Labor,General Labor,hour,16055,32.09,515188.68
P0236,101,Labor,Equipment Operators,hour,20121,41.94,843792.11
P0236,102,Labor,Supervisors,hour,6742,56.39,380156.02
P0236,103,Labor,Skilled Labor,hour,7160,44.84,321041.03
P0236,200,Materials,Gravel,ton,19662,36.23,712315.35
P0236,201,Materials,Concrete,cubic_yard,2285,153.74,351305.3
P0236,202,Materials,Asphalt,ton,8725,86.72,756641.12
P0236,203,Materials,Topsoil,cubic_yard,8692,35.36,307373.99
P0236,300,Equipment,Excavator,hour,2726,137.22,374060.83
P0236,301,Equipment,Bulldozer,hour,3996,145.66,582058.08
P0236,302,Equipment,Loader,hour,8721,117.61,1025652.42
P0236,303,Equipment,Compactor,hour,9162,88.47,810569.13
P0236,400,Fuel,Diesel,gallon,50583,4.1,207385.29
P0236,500,Subcontractor,Concrete Work,job,3,27908.0,83724.0
P0236,501,Subcontractor,Utility Work,job,10,22762.34,227623.35
P0237,100,Labor,General Labor,hour,5091,30.1,153229.57
P0237,101,Labor,Equipment Operators,hour,2441,43.08,105168.59
P0237,102,Labor,Supervisors,hour,4034,58.31,235223.8
P0237,103,Labor,Skilled Labor,hour,2424,45.27,109744.39
P0237,200,Materials,Gravel,ton,3749,36.01,135006.49
P0237,201,Materials,Concrete,cubic_yard,1460,139.5,203662.78
P0237,202,Materials,Asphalt,ton,190,95.01,18051.43
P0237,203,Materials,Topsoil,cubic_yard,190,40.34,7665.0
P0237,300,Equipment,Excavator,hour,1930,126.3,243754.48
P0237,301,Equipment,Bulldozer,hour,2407,165.89,399304.58
P0237,302,Equipment,Loader,hour,588,110.83,65166.76
P0237,303,Equipment,Compactor,hour,1783,89.6,159764.32
P0237,400,Fuel,Diesel,gallon,18358,3.91,71857.98
P0237,500,Subcontractor,Concrete Work,job,2,29781.43,59562.86
P0237,501,Subcontractor,Utility Work,job,2,22213.76,44427.52
P0238,100,Labor,General Labor,hour,9688,30.53,295807.68
P0238,101,Labor,Equipment Operators,hour,3378,40.55,136962.9
P0238,102,Labor,Supervisors,hour,4865,51.11,248673.13
P0238,103,Labor,Skilled Labor,hour,4453,45.51,202638.46
P0238,200,Materials,Gravel,ton,6305,35.87,226151.97
P0238,201,Materials,Concrete,cubic_yard,11526,137.7,1587119.3
P0238,202,Materials,Asphalt,ton,6660,91.26,607812.19
P0238,203,Materials,Topsoil,cubic_yard,4444,38.79,172403.62
P0238,300,Equipment,Excavator,hour,5261,138.7,729677.72
P0238,301,Equipment,Bulldozer,hour,2866,157.15,450393.47
P0238,302,Equipment,Loader,hour,2622,113.15,296676.29
P0238,303,Equipment,Compactor,hour,5041,90.29,455162.89
P0238,400,Fuel,Diesel,gallon,48077,3.73,179221.36
P0238,500,Subcontractor,Concrete Work,job,5,28933.58,144667.91
P0238,501,Subcontractor,Utility Work,job,6,22481.45,134888.71
P0239,100,Labor,General Labor,hour,28404,33.24,944265.3
P0239,101,Labor,Equipment Operators,hour,4394,43.1,189390.15
P0239,102,Labor,Supervisors,hour,15109,52.1,787182.93
P0239,103,Labor,Skilled Labor,hour,25797,44.91,1158521.88
P0239,200,Materials,Gravel,ton,27194,33.2,902712.63
P0239,201,Materials,Concrete,cubic_yard,13501,139.27,1880253.52
P0239,202,Materials,Asphalt,ton,5312,94.34,501154.27
P0239,203,Materials,Topsoil,cubic_yard,22434,40.33,904687.96
P0239,300,Equipment,Excavator,hour,3965,127.93,507256.97
P0239,301,Equipment,Bulldozer,hour,7052,164.04,1156808.62
P0239,302,Equipment,Loader,hour,7065,113.84,804301.26
P0239,303,Equipment,Compactor,hour,8886,95.23,846194.37
P0239,400,Fuel,Diesel,gallon,88894,4.03,358196.55
P0239,500,Subcontractor,Concrete Work,job,10,28636.99,286369.94
P0239,501,Subcontractor,Utility Work,job,10,20657.76,206577.56
P0240,100,Labor,General Labor,hour,386,31.25,12060.78
P0240,101,Labor,Equipment Operators,hour,217,40.43,8773.7
P0240,102,Labor,Supervisors,hour,1698,57.46,97567.57
P0240,103,Labor,Skilled Labor,hour,529,46.74,24726.63
P0240,200,Materials,Gravel,ton,1603,35.17,56375.04
P0240,201,Materials,Concrete,cubic_yard,311,150.86,46918.87
P0240,202,Materials,Asphalt,ton,1761,85.29,150191.83
P0240,203,Materials,Topsoil,cubic_yard,1718,39.25,67440.05
P0240,300,Equipment,Excavator,hour,552,144.94,80009.61
P0240,301,Equipment,Bulldozer,hour,513,158.91,81522.05
P0240,302,Equipment,Loader,hour,765,128.76,98500.18
P0240,303,Equipment,Compactor,hour,970,87.61,84977.96
P0240,400,Fuel,Diesel,gallon,2904,3.68,10678.24
P0240,500,Subcontractor,Concrete Work,job,1,29802.28,29802.28
P0240,501,Subcontractor,Utility Work,job,1,21112.16,21112.16
P0241,100,Labor,General Labor,hour,4362,30.34,132347.1
P0241,101,Labor,Equipment Operators,hour,10530,40.81,429752.97
P0241,102,Labor,Supervisors,hour,8842,58.19,514524.02
P0241,103,Labor,Skilled Labor,hour,12699,46.19,586575.08
P0241,200,Materials,Gravel,ton,14489,34.44,499009.2
P0241,201,Materials,Concrete,cubic_yard,10849,133.7,1450547.19
P0241,202,Materials,Asphalt,ton,2371,98.7,234028.76
P0241,203,Materials,Topsoil,cubic_yard,8248,40.27,332133.53
P0241,300,Equipment,Excavator,hour,5396,144.95,782162.8
P0241,301,Equipment,Bulldozer,hour,2543,156.79,398712.04
P0241,302,Equipment,Loader,hour,3724,113.08,421113.75
P0241,303,Equipment,Compactor,hour,2364,93.85,221868.97
P0241,400,Fuel,Diesel,gallon,70998,3.66,259851.26
P0241,500,Subcontractor,Concrete Work,job,9,28431.75,255885.78
P0241,501,Subcontractor,Utility Work,job,5,23457.52,117287.59
P0242,100,Labor,General Labor,hour,25924,33.5,868466.71
P0242,101,Labor,Equipment Operators,hour,15902,40.2,639316.64
P0242,102,Labor,Supervisors,hour,9460,51.7,489068.89
P0242,103,Labor,Skilled Labor,hour,15906,44.68,710746.16
P0242,200,Materials,Gravel,ton,14508,35.9,520907.11
P0242,201,Materials,Concrete,cubic_yard,6535,150.71,984901.17
P0242,202,Materials,Asphalt,ton,28063,89.94,2523885.07
P0242,203,Materials,Topsoil,cubic_yard,5647,41.0,231547.31
P0242,300,Equipment,Excavator,hour,13425,142.5,1913072.97
P0242,301,Equipment,Bulldozer,hour,10663,159.67,1702569.12
P0242,302,Equipment,Loader,hour,3766,118.62,446721.31
P0242,303,Equipment,Compactor,hour,4232,90.42,382651.36
P0242,400,Fuel,Diesel,gallon,59411,3.83,227521.19
P0242,500,Subcontractor,Concrete Work,job,12,26620.44,319445.29
P0242,501,Subcontractor,Utility Work,job,15,20757.79,311366.88
P0243,100,Labor,General Labor,hour,11321,30.5,345346.87
P0243,101,Labor,Equipment Operators,hour,16986,42.07,714565.44
P0243,102,Labor,Supervisors,hour,8042,55.04,442638.5
P0243,103,Labor,Skilled Labor,hour,5770,48.68,280859.15
P0243,200,Materials,Gravel,ton,17027,33.1,563612.92
P0243,201,Materials,Concrete,cubic_yard,7346,152.68,1121607.93
P0243,202,Materials,Asphalt,ton,2154,95.09,204820.11
P0243,203,Materials,Topsoil,cubic_yard,5314,39.05,207527.22
P0243,300,Equipment,Excavator,hour,6112,129.56,791843.92
P0243,301,Equipment,Bulldozer,hour,4484,165.96,744142.29
P0243,302,Equipment,Loader,hour,7533,125.18,942954.14
P0243,303,Equipment,Compactor,hour,2409,99.43,239534.5
P0243,400,Fuel,Diesel,gallon,10948,4.09,44815.82
P0243,500,Subcontractor,Concrete Work,job,9,28202.5,253822.49
P0243,501,Subcontractor,Utility Work,job,7,21498.67,150490.7
P0244,100,Labor,General Labor,hour,17198,31.44,540686.63
P0244,101,Labor,Equipment Operators,hour,2405,43.41,104411.79
P0244,102,Labor,Supervisors,hour,5294,57.28,303221.53
P0244,103,Labor,Skilled Labor,hour,18921,49.34,933529.2
P0244,200,Materials,Gravel,ton,13362,33.59,448835.49
P0244,201,Materials,Concrete,cubic_yard,21589,137.54,2969450.99
P0244,202,Materials,Asphalt,ton,15078,98.12,1479496.24
P0244,203,Materials,Topsoil,cubic_yard,9002,35.89,323121.2
P0244,300,Equipment,Excavator,hour,5544,137.66,763166.41
P0244,301,Equipment,Bulldozer,hour,7596,147.69,1121884.21
P0244,302,Equipment,Loader,hour,8480,117.29,994617.29
P0244,303,Equipment,Compactor,hour,6180,98.16,606625.46
P0244,400,Fuel,Diesel,gallon,27138,3.69,100023.87
P0244,500,Subcontractor,Concrete Work,job,10,27009.03,270090.25
P0244,501,Subcontractor,Utility Work,job,7,20831.23,145818.59
P0245,100,Labor,General Labor,hour,7625,34.55,263448.13
P0245,101,Labor,Equipment Operators,hour,9776,43.8,428140.02
P0245,102,Labor,Supervisors,hour,5808,55.89,324608.69
P0245,103,Labor,Skilled Labor,hour,8642,47.88,413740.26
P0245,200,Materials,Gravel,ton,1533,32.77,50235.07
P0245,201,Materials,Concrete,cubic_yard,27516,133.6,3676247.35
P0245,202,Materials,Asphalt,ton,17995,99.13,1783921.3
P0245,203,Materials,Topsoil,cubic_yard,13109,40.89,536031.15
P0245,300,Equipment,Excavator,hour,1286,129.95,167121.01
P0245,301,Equipment,Bulldozer,hour,10314,152.48,1572697.08
P0245,302,Equipment,Loader,hour,12647,118.25,1495542.48
P0245,303,Equipment,Compactor,hour,4729,94.65,447577.59
P0245,400,Fuel,Diesel,gallon,75809,3.65,276922.22
P0245,500,Subcontractor,Concrete Work,job,6,28196.12,169176.73
P0245,501,Subcontractor,Utility Work,job,8,22674.29,181394.28
P0246,100,Labor,General Labor,hour,4382,32.69,143226.85
P0246,101,Labor,Equipment Operators,hour,12295,40.34,495975.61
P0246,102,Labor,Supervisors,hour,4542,56.79,257932.95
P0246,103,Labor,Skilled Labor,hour,13131,46.39,609185.22
P0246,200,Materials,Gravel,ton,5934,33.84,200787.25
P0246,201,Materials,Concrete,cubic_yard,8858,147.84,1309569.67
P0246,202,Materials,Asphalt,ton,11386,89.6,1020157.71
P0246,203,Materials,Topsoil,cubic_yard,5707,38.65,220552.69
P0246,300,Equipment,Excavator,hour,5479,134.49,736860.81
P0246,301,Equipment,Bulldozer,hour,6342,162.07,1027878.28
P0246,302,Equipment,Loader,hour,7354,115.4,848664.28
P0246,303,Equipment,Compactor,hour,665,91.98,61163.71
P0246,400,Fuel,Diesel,gallon,40481,3.87,156551.67
P0246,500,Subcontractor,Concrete Work,job,6,28913.33,173480.0
P0246,501,Subcontractor,Utility Work,job,3,21155.5,63466.5
P0247,100,Labor,General Labor,hour,6145,33.9,208340.92
P0247,101,Labor,Equipment Operators,hour,11539,40.51,467437.14
P0247,102,Labor,Supervisors,hour,3750,58.68,220044.38
P0247,103,Labor,Skilled Labor,hour,7970,46.15,367820.31
P0247,200,Materials,Gravel,ton,6040,35.44,214055.0
P0247,201,Materials,Concrete,cubic_yard,16911,150.58,2546410.04
P0247,202,Materials,Asphalt,ton,9163,85.24,781032.44
P0247,203,Materials,Topsoil,cubic_yard,3458,38.08,131684.44
P0247,300,Equipment,Excavator,hour,3266,140.67,459433.6
P0247,301,Equipment,Bulldozer,hour,351,163.5,57388.32
P0247,302,Equipment,Loader,hour,3999,128.65,514464.16
P0247,303,Equipment,Compactor,hour,4854,101.54,492877.86
P0247,400,Fuel,Diesel,gallon,28686,3.57,102428.72
P0247,500,Subcontractor,Concrete Work,job,9,29985.48,269869.35
P0247,501,Subcontractor,Utility Work,job,7,20557.25,143900.77
P0248,100,Labor,General Labor,hour,1531,31.3,47913.01
P0248,101,Labor,Equipment Operators,hour,2435,40.16,97795.13
P0248,102,Labor,Supervisors,hour,2499,52.52,131244.79
P0248,103,Labor,Skilled Labor,hour,1043,45.22,47165.54
P0248,200,Materials,Gravel,ton,482,33.55,16172.97
P0248,201,Materials,Concrete,cubic_yard,4217,148.03,624244.56
P0248,202,Materials,Asphalt,ton,4047,98.8,399840.86
P0248,203,Materials,Topsoil,cubic_yard,5417,38.81,210229.94
P0248,300,Equipment,Excavator,hour,492,128.25,63099.0
P0248,301,Equipment,Bulldozer,hour,897,153.53,137716.93
P0248,302,Equipment,Loader,hour,1774,115.34,204610.04
P0248,303,Equipment,Compactor,hour,1002,96.25,96439.42
P0248,400,Fuel,Diesel,gallon,7590,3.69,28013.18
P0248,500,Subcontractor,Concrete Work,job,2,27856.58,55713.16
P0248,501,Subcontractor,Utility Work,job,3,21833.15,65499.46
P0249,100,Labor,General Labor,hour,9829,31.14,306086.29
P0249,101,Labor,Equipment Operators,hour,12810,38.68,495538.69
P0249,102,Labor,Supervisors,hour,17157,53.1,911092.6
P0249,103,Labor,Skilled Labor,hour,8458,46.3,391641.89
P0249,200,Materials,Gravel,ton,14969,33.87,506977.93
P0249,201,Materials,Concrete,cubic_yard,17686,155.47,2749729.04
P0249,202,Materials,Asphalt,ton,1596,93.12,148612.33
P0249,203,Materials,Topsoil,cubic_yard,6776,38.96,264021.82
P0249,300,Equipment,Excavator,hour,2596,131.55,341513.33
P0249,301,Equipment,Bulldozer,hour,4137,157.59,651962.9
P0249,302,Equipment,Loader,hour,3481,112.83,392769.79
P0249,303,Equipment,Compactor,hour,6515,88.62,577384.37
P0249,400,Fuel,Diesel,gallon,42657,4.12,175796.96
P0249,500,Subcontractor,Concrete Work,job,2,29618.7,59237.41
P0249,501,Subcontractor,Utility Work,job,4,20809.84,83239.37
P0250,100,Labor,General Labor,hour,10426,34.16,356136.58
P0250,101,Labor,Equipment Operators,hour,17633,43.92,774496.08
P0250,102,Labor,Supervisors,hour,11943,53.99,644805.03
P0250,103,Labor,Skilled Labor,hour,17272,51.05,881791.71
P0250,200,Materials,Gravel,ton,12216,36.63,447486.64
P0250,201,Materials,Concrete,cubic_yard,18154,144.89,2630370.22
P0250,202,Materials,Asphalt,ton,15406,91.45,1408853.25
P0250,203,Materials,Topsoil,cubic_yard,3523,36.1,127172.53
P0250,300,Equipment,Excavator,hour,1651,144.61,238752.73
P0250,301,Equipment,Bulldozer,hour,8634,152.77,1319012.28
P0250,302,Equipment,Loader,hour,7190,118.42,851450.2
P0250,303,Equipment,Compactor,hour,7090,88.59,628097.76
P0250,400,Fuel,Diesel,gallon,52752,4.1,216437.86
P0250,500,Subcontractor,Concrete Work,job,4,25966.23,103864.93
P0250,501,Subcontractor,Utility Work,job,2,21542.83,43085.66
P0251,100,Labor,General Labor,hour,18150,32.35,587123.77
P0251,101,Labor,Equipment Operators,hour,14471,41.9,606326.07
P0251,102,Labor,Supervisors,hour,15941,58.44,931662.78
P0251,103,Labor,Skilled Labor,hour,17998,46.09,829529.01
P0251,200,Materials,Gravel,ton,1926,33.4,64326.74
P0251,201,Materials,Concrete,cubic_yard,8105,142.91,1158323.17
P0251,202,Materials,Asphalt,ton,788,92.28,72717.54
P0251,203,Materials,Topsoil,cubic_yard,9103,40.76,371042.32
P0251,300,Equipment,Excavator,hour,7761,131.17,1018006.54
P0251,301,Equipment,Bulldozer,hour,899,147.48,132586.59
P0251,302,Equipment,Loader,hour,3128,117.45,367390.93
P0251,303,Equipment,Compactor,hour,2573,95.13,244764.02
P0251,400,Fuel,Diesel,gallon,16503,3.67,60525.27
P0251,500,Subcontractor,Concrete Work,job,6,29196.93,175181.57
P0251,501,Subcontractor,Utility Work,job,8,21943.87,175550.98
P0252,100,Labor,General Labor,hour,1023,31.07,31784.07
P0252,101,Labor,Equipment Operators,hour,1205,38.98,46965.77
P0252,102,Labor,Supervisors,hour,2079,59.24,123167.34
P0252,103,Labor,Skilled Labor,hour,667,49.92,33299.52
P0252,200,Materials,Gravel,ton,1965,36.09,70909.68
P0252,201,Materials,Concrete,cubic_yard,701,139.27,97627.22
P0252,202,Materials,Asphalt,ton,692,97.24,67289.29
